contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
28566,غرفتين و صالة,,وحدة,Residential,CNT821489313,2 bed rooms+hall,,سكني,305,Person,2018-07-01,2019-06-30,Airport Free Zone,2,1,1,City Centre Mirdif,المنطقة الحرة بالمطار,Unit,2.0,سيتي سنتر مردف,0.0,28566,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,AL QUSAIS,2026-02-19 01:09:55,مطار دبي الدولي,842.0,القصيص,,58.0,شخص,,2
142800,مكتب,,وحدة,Commercial,CNT824991737,Office,,تجاري,341,Authority,2018-07-01,2019-08-31,Trade Centre Metro Station,2,1,1,Dubai Mall,محطة مترو المركز التجاري,Unit,422.0,مول دبي,1.0,122400,New,Office,0,,جديد,مكتب,Burj Khalifa,Trade Center First,2026-02-19 01:09:55,برج خليفة,2.0,المركز التجارى الاولى,,133.0,جهة,,1
55000,أستوديو,,وحدة,Residential,CRT824612546,Studio,,سكني,350,Authority,2018-07-05,2019-07-04,Damac Properties,2,1,1,Marina Mall,عقارات داماك,Unit,11.0,مارينا مول,1.0,55000,New,Flat,1,Jumeirah Lakes Towers,جديد,شقه,Burj Al Arab,Al Thanyah Fifth,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الخامسة,,53.0,جهة, ابراج بحيرات الجميرا,1
122000,غرفتين و صالة,,وحدة,Residential,CRT827272056,2 bed rooms+hall,,سكني,390,Authority,2018-07-09,2019-07-08,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,2.0,مول دبي,1.0,122000,New,Flat,1,DownTown Dubai,جديد,شقه,Downtown Dubai,Burj Khalifa,2026-02-19 01:09:55,وسط مدينة دبي,842.0,برج خليفة,,133.0,جهة,داون تاون دبي,1
1544400,سكن عمال,,وحدة افتراضية,Residential,CNT847571312,Labor Camp,,سكني,395,Authority,2018-07-21,2019-01-20,DANUBE Metro Station,5,132,39,Ibn-e-Battuta Mall,محطة مترو الدانوب,Virtual Unit,38.0,ابن بطوطة مول,1.0,3088800,Renew,Labor Camps,0,,تجديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,,جهة,,2
215068,,,أرض,Multi Usage,CNT837100005,,,متعدد الاستخدامات,395,Person,2018-08-01,2019-07-31,DANUBE Metro Station,0,1,1,Ibn-e-Battuta Mall,محطة مترو الدانوب,Land,,ابن بطوطة مول,0.0,215068,Renew,,0,,تجديد,,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,,جبل على الصناعية الأولى,,3027.0,شخص,,2
50000,غرفتين و صالة,,وحدة,Residential,CNT866088372,2 bed rooms+hall,,سكني,361,Person,2018-08-21,2019-08-20,Etisalat Metro Station,2,1,1,City Centre Mirdif,محطة مترو اتصالات,Unit,2.0,سيتي سنتر مردف,0.0,50000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,100.0,شخص,,2
115000,غرفتين و صالة,Emirates Living - Springs 7,فيلا,Residential,CRT881181846,2 bed rooms+hall,روعة الإمارات ? الينابيع 7,سكني,352,Person,2018-11-01,2019-10-31,Nakheel Metro Station,4,1,1,Marina Mall,محطة مترو النخيل,Villa,2.0,مارينا مول,0.0,115000,New,Villa,1,Springs - 3,جديد,فيلا,Sports City Swimming Academy,Al Thanayah Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,841.0,الثنيه الرابعة,1044.0,172.0,شخص,الينابيع - 3,1
32000,أستوديو,ELITE 4 SPORTS RESIDENCE,وحدة,Residential,CRT879148726,Studio,إيليت 4 سبورتس ريزيدنس,سكني,435,Person,2018-11-01,2019-10-31,Nakheel Metro Station,2,1,1,Marina Mall,محطة مترو النخيل,Unit,11.0,مارينا مول,0.0,32000,New,Flat,1,Dubai Sports City,جديد,شقه,Sports City Swimming Academy,Al Hebiah Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,الحبيه الرابعة,332.0,42.0,شخص,مدينة دبي الرياضية,1
55000,غرفتين و صالة,,وحدة,Residential,CNT864486516,2 bed rooms+hall,,سكني,301,Person,2018-11-04,2019-11-03,Al Nahda Metro Station,2,1,1,City Centre Mirdif,محطة مترو النهضة,Unit,2.0,سيتي سنتر مردف,0.0,55000,New,Flat,0,,جديد,شقه,Dubai International Airport,Al Nahda Second,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الثانيه,,1.0,شخص,,1
153600,مكتب,,وحدة,Commercial,CNT896057143,Office,,تجاري,255,Authority,2018-12-01,2019-11-30,Al Rigga Metro Station,2,1,1,Dubai Mall,محطة مترو الرقة,Unit,422.0,مول دبي,1.0,153600,Renew,Office,0,,تجديد,مكتب,Dubai International Airport,Rega Al Buteen,2026-02-19 01:09:55,مطار دبي الدولي,2.0,رقه البطين,,178.0,جهة,,2
38000,أستوديو,,وحدة,Commercial,CNT912635518,Studio,,تجاري,320,Authority,2018-12-10,2019-12-09,Airport Free Zone,2,1,1,City Centre Mirdif,المنطقة الحرة بالمطار,Unit,11.0,سيتي سنتر مردف,1.0,38000,New,Office,0,,جديد,مكتب,Dubai International Airport,Al Qusais Industrial Second,2026-02-19 01:09:55,مطار دبي الدولي,2.0,القصيص الصناعيه الثانيه,,46.0,جهة,,1
3376800,سكن عمال,,وحدة افتراضية,Residential,CNT905104720,Labor Camp,,سكني,395,Authority,2018-12-13,2019-12-12,DANUBE Metro Station,5,201,64,Ibn-e-Battuta Mall,محطة مترو الدانوب,Virtual Unit,38.0,ابن بطوطة مول,1.0,3376800,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,,جهة,,1
367200,غرفه سكن عمال,,وحدة,Residential,CNT1045608198,Room in labor Camp,,سكني,372,Authority,2018-12-15,2019-12-14,Noor Bank Metro Station,2,9,2,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,367200,Renew,Labor Camps,0,,تجديد,سكن عمال,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الثانيه,,21.0,جهة,,2
73800,غرفه سكن عمال,,وحدة,Residential,CNT913265762,Room in labor Camp,,سكني,395,Authority,2019-01-01,2019-03-31,ENERGY Metro Station,2,10,6,Ibn-e-Battuta Mall,محطة مترو الطاقة,Unit,12.0,ابن بطوطة مول,1.0,295200,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,14.0,جهة,,1
44630,غرفتين و صالة,,وحدة,Residential,CNT898502881,2 bed rooms+hall,,سكني,329,Person,2019-01-01,2019-06-30,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,2.0,مول دبي,0.0,89260,Renew,Flat,0,,تجديد,شقه,Burj Khalifa,Trade Center Second,2026-02-19 01:09:55,برج خليفة,842.0,المركز التجارى الثانيه,,108.0,شخص,,2
37191,غرفة و صالة,,وحدة,Residential,CNT908836201,1bed room+Hall,,سكني,343,Person,2019-01-05,2020-01-04,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,1.0,سيتي سنتر مردف,0.0,37191,Renew,Flat,1,International City Phase 1,تجديد,شقه,Dubai International Airport,Al Warsan First,2026-02-19 01:09:55,مطار دبي الدولي,842.0,ورسان الاولى,,67.0,شخص,المدينة العالمية - المرحلة الاولى,2
24000,أستوديو,,وحدة,Residential,CRT925338126,Studio,,سكني,343,Authority,2019-01-26,2020-01-25,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,11.0,سيتي سنتر مردف,1.0,24000,Renew,Flat,1,International City Phase 1,تجديد,شقه,,Al Warsan First,2026-02-19 01:09:55,,842.0,ورسان الاولى,,46.0,جهة,المدينة العالمية - المرحلة الاولى,2
62000,غرفتين و صالة,,وحدة,Residential,CNT975625247,2 bed rooms+hall,,سكني,355,Person,2019-02-24,2020-02-23,STADIUM Metro Station,2,1,1,City Centre Mirdif,محطة مترو الاستاد,Unit,2.0,سيتي سنتر مردف,0.0,62000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Nahda First,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الاولى,,129.0,شخص,,2
40000,غرفة و صالة,RUFI GARDENS,وحدة,Residential,CNT993766479,1bed room+Hall,روفي جاردن,سكني,343,Person,2019-02-25,2020-02-24,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,1.0,سيتي سنتر مردف,0.0,40000,New,Flat,1,International City Phase 1,جديد,شقه,,Al Warsan First,2026-02-19 01:09:55,,842.0,ورسان الاولى,278.0,63.0,شخص,المدينة العالمية - المرحلة الاولى,1
1411765,غرفه سكن عمال,,وحدة افتراضية,Residential,CNT988329118,Room in labor Camp,,سكني,360,Authority,2019-03-05,2020-03-04,Etisalat Metro Station,5,160,109,City Centre Mirdif,محطة مترو اتصالات,Virtual Unit,12.0,سيتي سنتر مردف,1.0,1411765,Renew,Labor Camps,0,,تجديد,سكن عمال,Dubai International Airport,Muhaisanah Second,2026-02-19 01:09:55,مطار دبي الدولي,4.0,محيصنه الثانيه,,,جهة,,2
918000,غرفه سكن عمال,,وحدة,Residential,CNT1023271739,Room in labor Camp,,سكني,395,Authority,2019-03-15,2019-09-14,DANUBE Metro Station,2,51,25,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,12.0,ابن بطوطة مول,1.0,1836000,Renew,Labor Camps,0,,تجديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,12.0,جهة,,2
55000,غرفتين و صالة,LAGO VISTA,وحدة,Residential,CRT989295136,2 bed rooms+hall,لاغو فيستا,سكني,485,Authority,2019-03-30,2020-03-29,Damac Properties,2,1,1,Marina Mall,عقارات داماك,Unit,2.0,مارينا مول,1.0,55000,New,Flat,1,International Media Production Zone,جديد,شقه,Sports City Swimming Academy,Me'Aisem First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,معيصم الأول,439.0,130.0,جهة,المنطقة العالمية للإنتاج الإعلامي,1
148320,غرفة و صالة,,وحدة,Residential,CNT991933117,1bed room+Hall,,سكني,271,Authority,2019-04-01,2020-03-31,Oud Metha Metro Station,2,2,1,Dubai Mall,محطة مترو عود ميثاء,Unit,1.0,مول دبي,1.0,148320,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Karama,2026-02-19 01:09:55,مطار دبي الدولي,842.0,الكرامه,,79.0,جهة,,2
240000,خمسة غرف و صالة,,فيلا,Residential,CRT985661596,5 bed rooms+hall,,سكني,352,Authority,2019-04-05,2020-04-04,Damac Properties,4,1,1,Marina Mall,عقارات داماك,Villa,5.0,مارينا مول,1.0,240000,Renew,Villa,1,Meadows 5,تجديد,فيلا,Sports City Swimming Academy,Al Thanayah Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,841.0,الثنيه الرابعة,,589.0,جهة,السهول 5,2
29000,أستوديو,,وحدة,Residential,CNT1037547455,Studio,,سكني,445,Person,2019-05-16,2020-05-15,Harbour Tower,2,1,1,Ibn-e-Battuta Mall,برج هاربور,Unit,11.0,ابن بطوطة مول,0.0,29000,Renew,Studio ,1,Discovery Gardens,تجديد,أستوديو,Sports City Swimming Academy,Jabal Ali First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,903.0,جبل علي الأولى,,49.0,شخص,الحدائق المكتشفة,2
149529,محل,,وحدة,Commercial,CNT1060041058,Shop,,تجاري,317,Authority,2019-05-27,2019-08-31,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,421.0,مول دبي,1.0,567600,Renew,Shop,0,,تجديد,محل,Burj Khalifa,Jumeirah First,2026-02-19 01:09:55,برج خليفة,1.0,جميرا الاولى,,264.0,جهة,,2
140000,اربعة غرف و صالة,,فيلا,Residential,CNT1038791735,4 bed rooms+hall,,سكني,368,Person,2019-06-25,2020-06-24,Sharaf Dg Metro Station,4,1,1,Mall of the Emirates,محطة مترو شرف دي جي,Villa,4.0,مول الإمارات,0.0,140000,New,Villa,0,,جديد,فيلا,Burj Al Arab,Al Barsha First,2026-02-19 01:09:55,برج العرب,841.0,البرشاء الاولى,,600.0,شخص,,1
85000,غرفة و صالة,DD STAND POINT,وحدة,Residential,CRT1066147526,1bed room+Hall,د د ستاند بوينت,سكني,390,Person,2019-07-15,2020-07-14,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,1.0,مول دبي,0.0,85000,Renew,Flat,1,DownTown Dubai,تجديد,شقه,Burj Khalifa,Burj Khalifa,2026-02-19 01:09:55,برج خليفة,842.0,برج خليفة,1277.0,82.0,شخص,داون تاون دبي,2
49000,غرفة و صالة,,وحدة,Residential,CNT1088429236,1bed room+Hall,,سكني,355,Person,2019-09-18,2020-09-17,STADIUM Metro Station,2,1,1,City Centre Mirdif,محطة مترو الاستاد,Unit,1.0,سيتي سنتر مردف,0.0,49000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Nahda First,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الاولى,,80.0,شخص,,2
85000,غرفتين و صالة,,وحدة,Residential,CNT1098319738,2 bed rooms+hall,,سكني,443,Person,2019-10-15,2020-10-14,Dubai Internet City,2,1,1,Mall of the Emirates,مدينة دبي للإنترنت,Unit,2.0,مول الإمارات,0.0,85000,New,Flat,1,Barsha Heights,جديد,شقه,Burj Al Arab,Al Thanyah First,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الأولى,,128.0,شخص,مرتفعات برشا,1
95000,غرفتين و صالة,,وحدة,Residential,CNT1090097661,2 bed rooms+hall,,سكني,356,Person,2019-10-15,2020-10-14,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,2.0,مول دبي,0.0,95000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Rega,2026-02-19 01:09:55,مطار دبي الدولي,842.0,الرقه,,113.0,شخص,,2
72000,غرفتين و صالة,,وحدة,Residential,CNT1285463256,2 bed rooms+hall,,سكني,458,Person,2019-10-20,2020-10-19,DANUBE Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,2.0,ابن بطوطة مول,0.0,72000,Renew,Flat,1,Dubai Investment Park First,تجديد,شقه,Expo 2020 Site,Dubai Investment Park First,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,مجمع دبي للاستثمار الاول,,128.0,شخص,مجمع دبي للاستثمار الاول,2
205900,مستودع,,وحدة,Commercial,CNT1150150803,Warehouse,,تجاري,373,Authority,2019-10-29,2020-10-28,First Abu Dhabi Bank Metro Station,2,1,1,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,13.0,مول الإمارات,1.0,205900,Renew,Warehouse,0,,تجديد,مستودع,Burj Al Arab,Al Goze Industrial Fourth,2026-02-19 01:09:55,برج العرب,7.0,القوز الصناعيه الرابعه,,355.0,جهة,,2
40000,غرفتين و صالة,,وحدة,Residential,CNT1117030538,2 bed rooms+hall,,سكني,361,Person,2019-11-08,2020-11-07,Etisalat Metro Station,2,1,1,City Centre Mirdif,محطة مترو اتصالات,Unit,2.0,سيتي سنتر مردف,0.0,40000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,100.0,شخص,,2
44000,غرفة و صالة,,وحدة,Residential,CRT1120322446,1bed room+Hall,,سكني,445,Authority,2019-11-13,2020-11-12,Harbour Tower,2,1,1,Ibn-e-Battuta Mall,برج هاربور,Unit,1.0,ابن بطوطة مول,1.0,44000,New,Flat,1,Discovery Gardens,جديد,شقه,Sports City Swimming Academy,Jabal Ali First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,جبل علي الأولى,,82.0,جهة,الحدائق المكتشفة,1
45000,غرفة و صالة,ALANDALUS,وحدة,Residential,CRT1196643876,1bed room+Hall,الأندلس,سكني,485,Authority,2019-11-15,2020-11-14,Damac Properties,2,1,1,Marina Mall,عقارات داماك,Unit,1.0,مارينا مول,1.0,45000,New,Flat,1,Jumeirah Golf Estates,جديد,شقه,Sports City Swimming Academy,Me'Aisem First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,معيصم الأول,1652.0,72.0,جهة,جميرا غولف للعقارات,1
200000,مكتب,PALACE TOWER,وحدة,Commercial,CRT1211900116,Office,برج القصر,تجاري,484,,2019-11-19,2024-11-18,,2,3,3,,,Unit,422.0,,,40000,New,Office,1,Silicon Oasis,جديد,مكتب,IMG World Adventures,Nadd Hessa,2026-02-19 01:09:55,آي إم جي وورلد أدفينتشرز,2.0,ند حصة,213.0,261.0,,واحة السيليكون,1
1261200,غرفه سكن عمال,,وحدة,Residential,CNT1131905363,Room in labor Camp,,سكني,372,Authority,2019-11-20,2020-11-19,Noor Bank Metro Station,2,43,11,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,1261200,Renew,Labor Camps,0,,تجديد,سكن عمال,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الثانيه,,21.0,جهة,,2
226800,غرفه سكن عمال,,وحدة,Residential,CNT1153106801,Room in labor Camp,,سكني,347,Authority,2019-12-05,2020-12-04,Noor Bank Metro Station,2,7,5,Dubai Mall,محطة مترو نور بنك,Unit,12.0,مول دبي,1.0,226800,New,Labor Camps,0,,جديد,سكن عمال,Downtown Dubai,Al Goze Third,2026-02-19 01:09:55,وسط مدينة دبي,4.0,القوز الثالثه,,15.0,جهة,,1
19049250,غرفة و صالة,,وحدة,Residential,CNT1148961342,1bed room+Hall,,سكني,507,Authority,2019-12-25,2029-12-24,,2,374,361,,,Unit,1.0,,1.0,19049250,New,Flat,1,TOWN SQUARE,جديد,شقه,Dubai Cycling Course,Al Yelayiss 2,2026-02-19 01:09:55,دورة دبي للدراجات,842.0,اليلايس 2,,52.0,جهة,تاون سكوير,1
340000,ستة غرف و صالة,,فيلا,Residential,CNT1152795138,6 bed rooms+hall,,سكني,382,Person,2020-01-01,2022-12-31,Abu Hail Metro Station,4,1,1,,محطة مترو أبو هيل,Villa,6.0,,0.0,113333,Renew,Villa,0,,تجديد,فيلا,Dubai International Airport,Al Waheda,2026-02-19 01:09:55,مطار دبي الدولي,841.0,الوحيده,,595.0,شخص,,2
38000,محل,,وحدة,Commercial,CNT1148672525,Shop,,تجاري,234,Person,2020-01-01,2020-12-31,Abu Hail Metro Station,2,1,1,City Centre Mirdif,محطة مترو أبو هيل,Unit,421.0,سيتي سنتر مردف,0.0,38000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Hor Al Anz East,2026-02-19 01:09:55,مطار دبي الدولي,1.0,هور العنز شرق,,22.0,شخص,,2
110000,ثلاثة غرفة و صالة,REEM-MIRA COMMUNITY PH 1,فيلا,Residential,CRT1177777786,3 bed rooms+hall,مجمع ريم ميرا بي أتش 1,سكني,506,Authority,2020-02-20,2021-02-19,,4,1,1,,,Villa,3.0,,1.0,110000,Renew,Villa,1,,تجديد,فيلا,Dubai Cycling Course,Al Yelayiss 1,2026-02-19 01:09:55,دورة دبي للدراجات,841.0,اليلايس 1,1792.0,202.0,جهة,,2
95000,غرفتين و صالة,,وحدة,Residential,CRT1174348126,2 bed rooms+hall,,سكني,351,Person,2020-02-20,2021-02-19,Dubai Internet City,2,1,1,Marina Mall,مدينة دبي للإنترنت,Unit,2.0,مارينا مول,0.0,95000,New,Flat,1,The Greens,جديد,شقه,Burj Al Arab,Al Thanyah Third,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الثالثة,,151.0,شخص,الروضة,1
210000,سكن عمال,,وحدة افتراضية,Residential,CNT1200093087,Labor Camp,,سكني,395,Authority,2020-02-22,2021-02-21,DANUBE Metro Station,5,25,17,Ibn-e-Battuta Mall,محطة مترو الدانوب,Virtual Unit,38.0,ابن بطوطة مول,1.0,210000,Renew,Labor Camps,0,,تجديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,,جهة,,2
36000,غرفة و صالة,TOWN SQUARE ZAHRA,وحدة,Residential,CRT1187197856,1bed room+Hall,تاون سكوير الزهراء,سكني,507,Authority,2020-03-01,2021-02-28,,2,1,1,,,Unit,1.0,,1.0,36000,New,Flat,1,TOWN SQUARE,جديد,شقه,Dubai Cycling Course,Al Yelayiss 2,2026-02-19 01:09:55,دورة دبي للدراجات,842.0,اليلايس 2,1637.0,64.0,جهة,تاون سكوير,1
140000,ثلاثة غرفة و صالة,DAMAC HILLS- PELHAM ,فيلا,Residential,CRT1198719416,3 bed rooms+hall,دماك هيلز- بيلهام,سكني,523,Authority,2020-03-23,2021-03-22,,4,1,1,,,Villa,3.0,,1.0,140000,New,Villa,1,DAMAC HILLS,جديد,فيلا,Motor City,Al Hebiah Third,2026-02-19 01:09:55,موتور سيتي,841.0,الحبية الثالثة,1411.0,324.0,جهة,داماك هيليز,1
3420000,غرفه سكن عمال,,وحدة,Residential,CNT1203354901,Room in labor Camp,,سكني,347,Authority,2020-04-01,2021-03-31,Noor Bank Metro Station,2,150,67,Dubai Mall,محطة مترو نور بنك,Unit,12.0,مول دبي,1.0,3420000,New,Labor Camps,0,,جديد,سكن عمال,Downtown Dubai,Al Goze Third,2026-02-19 01:09:55,وسط مدينة دبي,4.0,القوز الثالثه,,15.0,جهة,,1
48000,غرفه سكن عمال,,وحدة,Residential,CNT1223404010,Room in labor Camp,,سكني,347,Authority,2020-04-15,2021-04-14,Noor Bank Metro Station,2,2,2,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,48000,New,Labor Camps,0,,جديد,سكن عمال,Downtown Dubai,Al Goze Third,2026-02-19 01:09:55,وسط مدينة دبي,4.0,القوز الثالثه,,21.0,جهة,,1
28000,أستوديو,DUNES VILLAGE,وحدة,Residential,CRT1215861360,Studio,قرية الكثبان,سكني,459,Person,2020-05-01,2021-05-31,,2,1,1,,,Unit,11.0,,0.0,28000,Renew,Flat,1,Dubai Investment Park Second,تجديد,شقه,Expo 2020 Site,Dubai Investment Park Second,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,مجمع دبي للاستثمار الثاني,641.0,45.0,شخص,مجمع دبي للاستثمار الثاني,2
23600,اربعة غرف و صالة,,فيلا,Residential,CNT1221301845,4 bed rooms+hall,,سكني,463,Person,2020-05-27,2020-07-26,,4,1,1,,,Villa,4.0,,0.0,141599,Renew,Villa,1,,تجديد,فيلا,Dubai Cycling Course,Wadi Al Safa 7,2026-02-19 01:09:55,دورة دبي للدراجات,841.0,وادي الصفا 7,,393.0,شخص,,2
95000,مكتب,,وحدة,Commercial,CNT1513289269,Office,,تجاري,378,Authority,2020-07-01,2021-06-30,GGICO Metro Station,2,1,1,City Centre Mirdif,محطة مترو جي جي كو,Unit,422.0,سيتي سنتر مردف,1.0,95000,Renew,Office,0,,تجديد,مكتب,Dubai International Airport,Al Garhoud,2026-02-19 01:09:55,مطار دبي الدولي,2.0,القرهود,,121.0,جهة,,2
56000,غرفتين و صالة,,وحدة,Residential,CRT1310645526,2 bed rooms+hall,,سكني,301,Authority,2020-08-02,2021-09-01,Al Nahda Metro Station,2,1,1,City Centre Mirdif,محطة مترو النهضة,Unit,2.0,سيتي سنتر مردف,1.0,56000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Nahda Second,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الثانيه,,92.0,جهة,,2
42000,غرفة و صالة,NEW DUBAI GATE2,وحدة,Residential,CNT1275263503,1bed room+Hall,نيو دبي جيت 2,سكني,350,Person,2020-09-10,2021-09-09,Jumeirah Lakes Towers,2,1,1,Marina Mall,أبراج بحيرات جميرا,Unit,1.0,مارينا مول,0.0,42000,New,Flat,1,Jumeirah Islands,جديد,شقه,Sports City Swimming Academy,Al Thanyah Fifth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,الثنيه الخامسة,408.0,83.0,شخص,جزر جميرا,1
34000,غرفة و صالة,,وحدة,Residential,CNT1279071836,1bed room+Hall,,سكني,301,Person,2020-09-15,2021-09-14,Al Nahda Metro Station,2,1,1,City Centre Mirdif,محطة مترو النهضة,Unit,1.0,سيتي سنتر مردف,0.0,34000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Nahda Second,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الثانيه,,73.0,شخص,,2
95000,غرفتين و صالة,ALMA-2,فيلا,Residential,CRT1319953806,2 bed rooms+hall,ألما -2,سكني,434,Person,2020-11-01,2021-10-31,,4,1,1,,,Villa,2.0,,0.0,95000,New,Villa,1,Arabian Ranches - 1,جديد,فيلا,Motor City,Wadi Al Safa 6,2026-02-19 01:09:55,موتور سيتي,841.0,وادي الصفا 6,1319.0,191.0,شخص,المرابع العربية - 1,1
105000,ثلاثة غرفة و صالة,,فيلا,Residential,CNT1342139842,3 bed rooms+hall,,سكني,441,Person,2020-12-20,2021-12-19,Dubai Internet City,4,1,1,Mall of the Emirates,مدينة دبي للإنترنت,Villa,3.0,مول الإمارات,0.0,105000,Renew,Villa,1,Jumeirah Village Circle,تجديد,فيلا,Sports City Swimming Academy,Al Barsha South Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,841.0,البرشاء جنوب الرابعة,,169.0,شخص,قرية جميرا الدائرية,2
500000,أستوديو,,وحدة,Commercial,CNT1394584387,Studio,,تجاري,370,Authority,2021-01-01,2021-12-31,First Abu Dhabi Bank Metro Station,2,21,6,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,11.0,مول الإمارات,1.0,500000,Renew,Hotel,0,,تجديد,فندق,Burj Al Arab,Um Suqaim Third,2026-02-19 01:09:55,برج العرب,24.0,ام سقيم الثالثه,,51.0,جهة,,2
29250,غرفتين و صالة,,وحدة,Residential,CNT1433570102,2 bed rooms+hall,,سكني,361,Person,2021-04-24,2022-04-23,Al Qusais Metro Station,2,1,1,City Centre Mirdif,محطة مترو القصيص,Unit,2.0,سيتي سنتر مردف,0.0,29250,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,103.0,شخص,,2
